tf	target	weight
b2869	b3107	7.535
b4000	b0851	7.535
b2079	b4065	7.535
b3219	b1355	7.535
b2213	b3441	7.535
b4113	b1598	7.535
b4300	b0517	7.534
b3410	b4479	7.534
b0069	b0067	7.534
b4396	b3049	7.534
b2869	b3636	-7.534
b1712	b0672	7.534
b3190	b0029	7.534
b2381	b4014	7.534
b4113	b1813	7.534
b0694	b0845	7.534
b3884	b2287	7.534
b2839	b0320	7.533
b3405	b1655	7.533
b2125	b4566	7.533
b1303	b1834	7.533
b2869	b3936	-7.533
b1696	b2178	7.533
b0076	b0123	7.533
b3872	b3468	7.533
b1712	b3307	-7.533
b2491	b3723	7.533
b1323	b0417	7.533
b1399	b3098	7.533
b4241	b0068	7.533
b0378	b0266	7.533
b2573	b0215	7.533
b3516	b1810	7.533
b1214	b2690	7.532
b1526	b3907	7.532
b0487	b4330	7.532
b3219	b0481	7.532
b1477	b2504	7.532
b2714	b0553	7.532
b4182	b0514	7.532
b1735	b2274	7.532
b0676	b1290	7.532
b2105	b1667	7.532
b2570	b2381	7.532
b0020	b0148	7.531
b0995	b1568	7.531
b1618	b4089	7.531
b2921	b0316	7.531
b2537	b1485	7.531
b2709	b3439	7.531
b2570	b3974	7.531
b2687	b0999	7.531
b1187	b4258	7.531
b0817	b3405	7.531
b2570	b0962	7.531
b2921	b4191	7.53
b0208	b3549	7.53
b2105	b4040	7.53
b1275	b3974	7.53
b4046	b3973	7.53
b1201	b0901	7.53
b3743	b1706	7.53
b3190	b4357	-7.53
b1540	b0877	7.53
b1735	b0833	7.53
b4124	b2235	7.53
b0208	b1693	7.53
b0208	b2577	7.53
b1214	b4178	7.529
b2921	b3075	7.529
b0447	b4638	7.529
b1659	b0281	7.529
b2531	b4371	7.529
b3226	b2167	7.529
b1823	b2007	7.529
b3264	b2446	7.529
b2381	b1792	7.529
b1201	b0879	7.529
b0683	b2898	7.529
b3973	b1557	7.529
b2151	b1902	7.529
b1111	b3791	-7.529
b0313	b0431	7.529
b1770	b4486	7.529
b1275	b2808	7.529
b1014	b2210	7.529
b0375	b3377	7.529
b3897	b4587	7.529
b4299	b1517	7.529
b0629	b3561	7.528
b4260	b4161	7.528
b1739	b1709	7.528
b3906	b2272	7.528
b3461	b2555	7.528
b2437	b3571	7.528
b0447	b1145	7.528
b2577	b1907	7.528
b1434	b4373	7.528
b1790	b0881	7.528
b2369	b1222	7.528
b1497	b4240	7.528
b3023	b4149	7.528
b3060	b1333	7.528
b1284	b0280	7.528
b0447	b4362	7.528
b3556	b4417	7.527
b2531	b2748	7.527
b2571	b0026	7.527
b2714	b1429	7.527
b3783	b3163	7.527
b0240	b3160	7.527
b3897	b4304	7.527
b1201	b1800	7.527
b1531	b0126	7.527
b1497	b2819	7.527
b2837	b2623	7.527
b1658	b0532	7.527
b4300	b3376	7.526
b3556	b1434	7.526
b0080	b1236	7.526
b1201	b2028	7.526
b0272	b4653	7.526
b0346	b1534	7.526
b3684	b2769	7.526
b1969	b0847	7.526
b3410	b3283	7.526
b1213	b0174	7.526
b3521	b3822	7.526
b1339	b2062	7.526
b2213	b0826	7.526
b0208	b3503	7.525
b2869	b3402	7.525
b0399	b0243	7.525
b2731	b0732	7.525
b3105	b3467	7.525
b3071	b3529	7.525
b3973	b2081	7.525
b1305	b0964	7.525
b4390	b0891	7.525
b0113	b0050	7.525
b2364	b2535	7.525
b1323	b2728	7.525
b0620	b2340	7.525
b0069	b2541	7.525
b1540	b2144	7.524
b3023	b3056	7.524
b0413	b0098	7.524
b1201	b1522	7.524
b4004	b4131	7.524
b2213	b0925	7.524
b4178	b2699	7.524
b2669	b0459	7.524
b3569	b1820	7.524
b3743	b0058	7.524
b1620	b2943	7.524
b0487	b1597	7.524
b1658	b4177	7.523
b3601	b1858	7.523
b2741	b3430	7.523
b0620	b1688	7.523
b3889	b3013	7.523
b3067	b1206	7.523
b3188	b2505	7.523
b2405	b3151	7.523
b0683	b3656	-7.523
b1506	b0942	7.523
b1506	b0193	7.523
b3243	b0537	7.523
b4264	b0418	7.522
b0435	b0208	7.522
b4398	b2436	7.522
b3188	b0558	7.522
b0064	b2364	7.522
b0076	b4318	7.522
b1770	b0240	7.522
b3219	b4550	7.522
b4260	b2480	7.522
b0447	b4486	7.522
b1284	b2510	7.522
b0034	b1618	7.522
b1434	b0369	7.522
b2697	b2611	7.522
b1659	b0704	7.522
b2706	b4498	7.522
b1356	b3375	7.522
b1564	b1954	7.522
b1284	b1096	7.522
b0483	b1590	-7.522
b1608	b1825	7.522
b4182	b0217	7.522
b2839	b0398	7.522
b2624	b2485	7.522
b1696	b3502	7.522
b2570	b3375	7.522
b3202	b3671	7.521
b3188	b3890	7.521
b1712	b1379	7.521
b3375	b1200	7.521
b0889	b0212	7.521
b1013	b2422	-7.521
b0694	b1845	7.521
b2105	b1381	7.521
b3515	b1614	7.521
b2570	b0886	7.521
b3219	b1599	7.521
b2017	b1219	7.521
b0620	b1738	7.521
b3410	b1496	7.521
b1439	b0826	7.521
b1284	b1930	7.521
b2289	b4312	7.52
b1422	b0328	7.52
b2808	b1713	7.52
b1187	b3164	7.52
b3963	b0268	7.52
b0034	b4432	7.52
b2687	b1684	7.52
b0305	b0571	7.52
b1213	b4108	7.52
b3520	b3899	7.52
b0694	b0576	7.52
b0683	b3002	7.52
b2491	b1372	7.52
b4324	b4340	7.52
b1187	b1869	7.519
b4018	b4155	7.519
b0080	b2415	7.519
b1275	b1176	7.519
b4063	b3264	7.519
b2015	b2890	-7.519
b0064	b0833	7.519
b0272	b0448	7.519
b2808	b1859	7.519
b1434	b1631	7.519
b1213	b1323	7.519
b1564	b1811	7.519
b2399	b4237	7.519
b4251	b3441	7.519
b4479	b3056	7.518
b2479	b1264	7.518
b1111	b4362	7.518
b3410	b0597	7.518
b1530	b0907	-7.518
b4178	b1856	7.518
b1658	b3764	7.518
b4004	b4279	7.518
b3237	b3807	7.518
b0020	b3178	7.517
b4479	b2143	7.517
b3219	b3412	7.517
b2808	b0441	7.517
b1649	b3241	7.517
b2981	b4097	7.517
b4043	b1334	7.517
b3264	b4345	7.517
b3219	b4542	7.517
b4264	b1046	7.517
b2550	b4002	7.517
b0571	b3008	7.517
b0730	b1535	7.517
b3119	b3576	7.517
b4390	b0926	7.516
b3067	b2186	7.516
b2151	b2463	7.516
b0504	b2271	7.516
b0889	b4208	7.516
b4191	b3415	7.516
b2664	b1983	-7.516
b3585	b3264	7.516
b0504	b2429	7.516
b2409	b0503	7.516
b4299	b1735	7.516
b2707	b4351	7.516
b1477	b0867	7.516
b1507	b0217	7.516
b1642	b2495	7.515
b1213	b4170	7.515
b1739	b1524	-7.515
b4182	b2986	7.515
b3884	b3209	7.515
b0504	b2123	7.515
b4300	b3308	-7.515
b1499	b1559	7.515
b3828	b3532	7.515
b2105	b1529	7.514
b4393	b2267	7.514
b1130	b0710	7.514
b0623	b0867	7.514
b4366	b3158	-7.514
b2837	b2268	7.514
b3105	b2179	7.514
b3410	b3123	7.514
b2570	b0924	7.514
b3292	b1435	-7.514
b3753	b3679	7.514
b2805	b1136	7.514
b0240	b2833	7.514
b2382	b2650	7.514
b0034	b2791	-7.514
b0162	b1113	7.513
b3438	b2173	7.513
b1323	b3235	7.513
b1434	b2235	7.513
b0113	b2132	7.513
b0338	b0276	7.513
b0338	b0760	7.513
b2163	b0400	7.513
b3405	b0097	7.513
b1620	b1561	7.513
b2017	b4062	7.513
b2193	b1663	7.513
b0683	b3583	-7.513
b3773	b3114	7.513
b3868	b3920	7.513
b4116	b3995	-7.512
b0240	b0455	7.512
b0338	b4064	7.512
b2193	b3094	7.512
b4398	b1851	7.512
b2561	b3264	7.512
b4212	b1408	7.512
b4390	b3988	7.512
b4398	b2289	7.512
b2856	b2305	7.512
b0316	b0694	7.512
b1507	b1549	7.512
b0900	b3335	7.512
b0330	b2043	7.512
b2697	b2960	7.512
b1595	b4326	7.511
b0064	b2399	7.511
b0447	b1558	7.511
b1659	b1707	7.511
b0464	b0029	7.511
b3461	b4295	7.511
b0566	b1409	7.511
b3889	b3393	7.511
b0399	b1307	7.511
b3574	b3939	7.511
b1356	b2782	7.511
b2105	b0818	7.511
b0113	b4053	7.511
b1213	b1203	7.511
b3669	b3470	7.511
b0900	b0564	7.511
b3773	b2364	7.51
b0440	b0163	7.51
b2805	b3546	7.51
b0629	b1567	7.51
b0571	b0067	7.51
b0399	b2353	7.51
b4327	b0343	7.51
b2667	b3264	7.51
b1434	b1868	7.51
b4062	b2450	7.51
b3783	b2906	7.51
b3889	b2072	7.51
b4018	b4450	7.51
b2409	b3813	7.51
b3512	b1909	-7.509
b0313	b2713	-7.509
b0840	b1973	7.509
b1334	b1086	7.509
b0069	b0545	7.509
b0730	b1558	7.509
b0240	b2836	7.509
b0113	b0243	7.509
b0571	b1187	7.509
b1531	b3821	7.509
b2409	b0876	7.508
b2741	b0019	7.508
b2405	b1303	7.508
b1013	b3113	7.508
b4116	b3596	7.508
b0272	b0776	7.508
b2577	b2837	7.508
b2869	b2239	7.508
b1399	b0699	7.508
b3410	b4660	7.508
b2550	b4313	7.508
b0483	b2194	-7.507
b2248	b1444	7.507
b0034	b1143	7.507
b4401	b1127	7.507
b2491	b2165	7.507
b4264	b3232	7.507
b4299	b3881	7.507
b0629	b2548	7.507
b3601	b0173	7.507
b1014	b1265	-7.507
b3961	b2011	7.507
b4396	b1954	7.507
b1187	b0026	7.507
b3973	b4274	7.507
b4124	b0030	7.507
b2837	b4253	7.507
b2079	b0446	7.507
b0912	b1795	7.507
b0162	b3677	7.507
b1187	b3535	7.506
b4264	b0545	7.506
b4046	b0791	7.506
b4000	b1035	7.506
b3292	b4044	-7.506
b0761	b0783	7.506
b2571	b4461	7.506
b0330	b4190	7.506
b4182	b2970	7.506
b1827	b2923	7.506
b1422	b2597	7.506
b0694	b0192	7.506
b1439	b3872	7.506
b0564	b0201	7.506
b0564	b3242	7.506
b0487	b2922	7.506
b1237	b4585	7.505
b2684	b0429	7.505
b2869	b0146	7.505
b3783	b4261	7.505
b0761	b0784	7.505
b3190	b2564	7.505
b1328	b2304	7.505
b1570	b3237	7.505
b4191	b4347	7.504
b4340	b4492	7.504
b4018	b2193	7.504
b1334	b2617	7.504
b4366	b2203	-7.504
b1618	b0995	7.504
b4366	b3268	7.504
b1696	b4253	7.504
b2709	b0938	7.504
b0399	b2701	7.504
b3237	b4053	7.504
b2852	b4594	7.503
b0034	b0878	7.503
b3884	b3156	7.503
b1422	b0791	7.503
b3082	b3466	7.503
b3023	b2833	7.503
b4694	b1502	7.503
b3773	b4484	7.503
b4479	b3410	7.503
b3118	b2026	-7.503
b2684	b3164	7.503
b4357	b4157	7.503
b3601	b3908	7.503
b3060	b0794	7.503
b1013	b0003	-7.503
b3702	b3386	7.503
b3963	b3736	7.502
b3684	b4337	7.502
b1014	b2535	7.502
b2248	b2819	7.502
b2697	b1656	7.502
b1306	b1013	7.502
b3868	b4634	7.502
b3889	b4541	7.502
b0761	b2433	7.502
b1659	b4492	7.502
b0564	b3592	7.502
b3884	b2928	7.502
b3954	b2714	7.501
b2105	b3503	7.501
b3872	b0195	7.501
b0069	b2173	7.501
b3219	b2332	7.501
b2079	b0454	7.501
b2735	b4304	7.501
b3842	b4324	7.501
b0300	b0834	7.501
b1130	b1251	7.501
b0076	b1502	7.501
b1299	b0723	7.501
b3461	b1741	7.501
b1323	b0148	7.501
b2289	b0843	7.5
b1014	b3566	7.5
b0113	b0580	7.5
b2561	b1023	7.5
b1187	b1094	7.5
b2577	b1385	7.5
b0076	b2505	7.5
b1696	b1268	7.5
b3405	b4262	7.5
b2921	b1494	7.5
b3418	b3608	7.5
b1305	b4593	7.5
b3501	b3531	7.5
b1422	b0145	7.5
b3601	b4536	7.5
b3423	b3492	7.5
b1608	b1610	7.5
b2709	b0241	7.499
b2193	b2431	7.499
b1735	b1601	7.499
b2437	b1475	7.499
b4102	b4474	7.499
b0300	b1843	7.499
b4133	b4552	7.499
b4398	b3397	7.499
b3025	b3873	7.499
b3680	b4215	7.499
b3010	b3399	7.499
b1130	b0796	7.498
b3556	b0475	7.498
b0912	b0390	7.498
b2687	b4442	7.498
b3188	b3442	7.498
b1339	b2122	7.498
b1450	b4336	7.498
b2741	b1042	7.498
b2409	b2361	7.497
b0435	b1514	7.497
b2479	b1177	7.497
b0564	b0135	7.497
b1434	b2431	7.497
b1563	b1164	7.497
b1658	b0911	7.497
b3438	b4406	7.497
b2570	b3011	7.497
b1201	b3242	7.497
b3884	b3350	7.497
b1530	b1628	7.497
b3884	b4018	7.497
b2550	b4257	7.497
b2531	b0356	7.497
b4480	b1219	7.497
b2399	b3219	7.497
b4043	b2027	7.497
b0020	b1053	7.497
b4046	b4040	7.497
b4694	b0843	7.497
b1618	b4342	7.496
b1827	b4224	7.496
b2664	b2519	7.496
b3118	b3674	7.496
b1201	b0234	7.496
b1659	b4426	7.496
b0316	b4326	7.496
b4539	b1066	7.496
b2577	b4454	7.496
b2709	b1960	7.496
b0272	b0070	7.496
b0796	b1250	7.495
b0080	b0654	7.495
b3912	b1817	7.495
b1507	b1355	7.495
b0676	b2563	7.495
b1284	b2179	7.495
b1506	b3584	7.495
b2220	b0394	7.495
b0305	b1675	7.495
b0730	b0693	7.495
b0676	b0398	7.495
b0076	b2406	7.495
b2381	b3408	7.495
b4480	b0844	7.494
b2980	b0655	7.494
b0571	b0960	7.494
b0316	b0020	7.494
b3889	b1506	7.494
b2289	b0878	7.494
b0730	b1047	7.494
b1499	b0218	7.494
b2869	b2241	7.494
b3934	b3964	7.494
b0694	b1450	7.494
b1658	b0405	7.494
b0571	b0498	7.494
b4178	b0233	7.494
b1284	b2599	7.494
b0900	b2470	7.494
b4390	b4124	7.494
b1506	b1735	7.494
b3905	b0320	7.493
b0316	b0251	7.493
b1014	b1913	7.493
b4295	b3836	7.493
b2697	b0638	7.493
b2573	b0999	7.493
b4324	b3816	7.493
b0399	b0622	7.493
b3556	b2562	7.493
b3375	b1144	-7.493
b3828	b1838	7.493
b1696	b4128	7.493
b4340	b4324	7.493
b0715	b0036	7.492
b3680	b3090	7.492
b3783	b2411	7.492
b2869	b0959	7.492
b4398	b3105	7.492
b2550	b0047	7.492
b3912	b4033	7.492
b2667	b3090	7.492
b0357	b2351	7.492
b1916	b3959	-7.491
b1563	b4393	7.491
b0564	b2757	7.491
b4046	b0410	7.491
b3010	b3826	7.491
b1620	b4190	7.491
b3773	b3854	7.491
b3604	b0428	7.491
b3973	b2681	7.491
b3188	b4192	7.491
b1506	b2874	7.491
b2364	b2835	7.491
b3423	b3612	7.491
b0683	b2221	-7.491
b3601	b3151	7.491
b3669	b2152	7.491
b2706	b3132	7.491
b2550	b2015	7.491
b0483	b0801	7.491
b3961	b4519	7.491
b4124	b4241	7.491
b1221	b2894	7.49
b0208	b1726	7.49
b0076	b4327	7.49
b1237	b3534	7.49
b1564	b4078	7.49
b4327	b0288	7.49
b4046	b1162	7.49
b3292	b0405	-7.489
b2856	b0375	7.489
b4264	b3806	7.489
b1658	b2812	7.489
b3481	b3864	7.489
b3264	b3188	7.489
b1618	b1930	7.489
b3243	b1201	7.489
b1303	b1908	7.489
b3912	b0161	7.489
b0694	b0648	7.489
b0020	b0316	7.488
b0113	b1606	7.488
b2193	b3929	7.488
b0571	b2441	7.488
b1499	b0456	7.488
b1526	b0938	7.488
b4299	b1189	7.488
b2127	b0536	-7.488
b4327	b1900	7.488
b0564	b2251	7.488
b4293	b2997	-7.488
b2624	b0646	7.488
b4539	b1777	7.488
b2105	b0813	7.488
b0730	b1054	7.488
b1213	b0859	7.487
b4299	b3773	7.487
b2684	b2187	7.487
b1299	b3991	7.487
b2837	b2160	7.487
b0487	b2556	7.487
b4295	b1185	7.487
b2808	b1111	7.487
b3520	b2945	7.487
b0487	b1128	7.487
b3963	b2789	7.487
b3067	b2832	7.487
b1111	b1021	7.487
b1356	b2209	7.487
b0912	b0857	7.487
b3556	b1634	7.486
b4366	b2108	7.486
b2735	b1771	7.486
b2079	b4447	7.486
b3405	b1856	7.486
b0330	b0936	7.486
b0768	b1289	7.486
b4300	b4431	7.486
b1439	b0817	7.486
b1659	b2324	7.486
b0564	b1582	7.486
b1111	b3666	7.486
b1987	b1481	7.486
b1013	b0704	7.486
b1563	b4437	7.486
b0020	b4543	7.486
b0413	b3733	7.486
b3237	b0877	7.486
b1328	b0376	7.486
b2369	b1625	7.486
b1439	b1789	7.486
b0076	b0901	7.486
b0313	b2727	-7.486
b1201	b2831	7.486
b3119	b3138	7.485
b2289	b1781	7.485
b3094	b4450	7.485
b2491	b2888	7.485
b1659	b1303	7.485
b1531	b3375	7.485
b0313	b4363	-7.485
b2550	b1781	7.485
b3261	b2672	-7.485
b2697	b1185	7.485
b2667	b2405	7.485
b2479	b0869	7.485
b1434	b1877	7.484
b1853	b4348	7.484
b1595	b2363	7.484
b3219	b3142	7.484
b2714	b0128	7.484
b2577	b3890	7.484
b0912	b4217	7.484
b1506	b3862	7.484
b1399	b4406	7.484
b2382	b3415	7.484
b0817	b2587	7.484
b3131	b0266	7.484
b0020	b0190	7.484
b4327	b4130	7.484
b1659	b0731	7.484
b4396	b4554	7.484
b3934	b1623	7.484
b1399	b1428	7.484
b2714	b3037	7.483
b0571	b0577	7.483
b2382	b2050	7.483
b0345	b2180	7.483
b1770	b1332	7.483
b0715	b2437	7.483
b0346	b3001	7.483
b0080	b2463	7.483
b0900	b0602	7.483
b3973	b2892	7.483
b0761	b1036	7.483
b4260	b1106	7.483
b3842	b4536	7.483
b2735	b0516	7.483
b2382	b1469	7.483
b1130	b1219	7.483
b0034	b0479	7.483
b0064	b3947	7.483
b1827	b0160	7.482
b3884	b0410	7.482
b2571	b0311	7.482
b3601	b1600	7.482
b1618	b1811	7.482
b0694	b0276	7.482
b3105	b3938	7.482
b1439	b4301	7.482
b4393	b0064	7.482
b2399	b3412	7.482
b1659	b0693	7.482
b1916	b2101	7.481
b1620	b2538	7.481
b3884	b1711	7.481
b0378	b0863	7.481
b1303	b0546	7.481
b0069	b0513	7.481
b2837	b4133	7.481
b1450	b1258	7.481
b2714	b3069	7.481
b0483	b4138	-7.48
b4062	b3293	7.48
b2571	b0490	7.48
b2193	b1844	7.48
b4063	b4476	7.48
b2570	b0098	7.48
b4046	b2237	7.48
b4062	b0234	7.48
b2921	b3325	7.48
b1512	b0798	7.48
b0564	b1833	7.48
b1951	b3375	7.48
b1508	b1765	7.48
b3702	b3559	7.48
b3461	b4406	7.48
b3601	b2561	7.479
b0464	b2365	7.479
b2667	b1436	7.479
b0316	b4494	7.479
b1237	b0991	7.479
b4178	b1851	7.479
b0357	b4176	7.479
b4205	b0932	-7.479
b2550	b1333	7.479
b1594	b4129	7.479
b0080	b2615	7.479
b3071	b1863	7.479
b4300	b3898	7.479
b0564	b3207	7.478
b3292	b2890	-7.478
b3520	b1595	7.478
b2105	b3473	7.478
b2571	b2690	7.478
b2151	b4194	7.478
b1477	b1464	7.478
b1214	b1718	7.478
b1735	b0993	7.478
b3190	b0891	7.478
b2479	b0932	7.478
b2151	b2977	7.478
b3842	b3019	7.477
b0995	b0702	7.477
b3912	b4032	7.477
b0995	b1141	7.477
b0817	b3583	-7.477
b0378	b2079	7.477
b1284	b2900	7.477
b4000	b2939	7.477
b1284	b4597	7.477
b3105	b2189	7.477
b2381	b3130	7.477
b1356	b1533	7.477
b1770	b1110	7.477
b0272	b0319	7.477
b2669	b2210	7.476
b3684	b4194	7.476
b4241	b3207	7.476
b4124	b2265	7.476
b4396	b4705	7.476
b3060	b2725	7.476
b2808	b0611	7.476
b1735	b0938	7.476
b4393	b0312	7.476
b4393	b0313	7.476
b0730	b0694	7.476
b2808	b0418	7.476
b1570	b2495	7.476
b2193	b2495	7.476
b0357	b2296	7.476
b2163	b4693	7.475
b4401	b3672	7.475
b4251	b2442	7.475
b4396	b3209	7.475
b3872	b3918	7.475
b2409	b4323	7.475
b3516	b1074	-7.475
b3481	b1191	7.475
b1790	b3207	7.475
b3828	b4444	7.475
b0683	b2077	-7.475
b3105	b2923	7.475
b1770	b2449	7.475
b0761	b2553	7.475
b2491	b2076	7.475
b1014	b1298	7.475
b3601	b3556	7.474
b2105	b4318	7.474
b4018	b3040	7.474
b2491	b1409	7.474
b3912	b2504	7.474
b2706	b1474	7.474
b3190	b0158	7.474
b1608	b2563	7.474
b2664	b4600	7.474
b1237	b1993	7.474
b3938	b1658	7.474
b3828	b1762	7.474
b3938	b1324	7.474
b4357	b3950	7.474
b1531	b4458	7.473
b0076	b3598	7.473
b2369	b1817	7.473
b3973	b2684	7.473
b2697	b1232	7.473
b0208	b1128	7.473
b1608	b4517	7.472
b1334	b1630	7.472
b1620	b2146	7.472
b1275	b3724	7.472
b3753	b4184	7.472
b3292	b4441	7.472
b1434	b2346	7.472
b0034	b2174	-7.472
b4135	b0484	7.472
b4004	b1796	7.472
b1563	b4057	7.472
b3684	b3659	7.472
b3261	b1098	7.471
b4299	b0630	-7.471
b4264	b2448	7.471
b0357	b2782	7.471
b0069	b0465	7.471
b3118	b2126	7.471
b0788	b0305	7.471
b3118	b4089	7.471
b3934	b3020	7.471
b4340	b0351	7.471
b1506	b1355	7.471
b3082	b3402	7.471
b3105	b1954	7.47
b3574	b1109	7.47
b3743	b3473	7.47
b0338	b0994	7.47
b1013	b1434	7.47
b0316	b2921	7.47
b3082	b0049	-7.47
b0730	b0771	7.47
b2667	b2141	7.47
b1659	b1737	7.47
b0487	b2924	7.47
b4357	b2638	7.47
b0571	b0197	7.469
b0730	b0447	7.469
b0357	b0471	7.469
b3515	b1258	7.469
b4182	b3039	7.469
b2105	b4486	7.469
b2916	b1328	7.469
b0464	b1456	7.469
b1328	b0048	7.469
b3963	b1826	7.468
b3210	b1623	7.468
b2479	b2330	7.468
b0464	b3151	7.468
b4102	b0269	7.468
b0506	b2017	7.468
b3868	b3232	7.468
b0761	b0460	7.468
b0564	b3513	7.468
b3188	b3663	7.468
b0316	b0339	7.468
b2491	b4626	7.468
b2157	b3437	7.468
b2921	b4210	7.468
b4694	b4112	7.468
b3743	b1590	7.468
b3574	b1330	7.468
b0447	b2944	7.468
b4191	b4118	7.467
b3188	b1540	7.467
b4089	b3892	7.467
b2684	b4565	-7.467
b1299	b4407	7.467
b2837	b4663	7.467
b0603	b0909	7.467
b2921	b0989	7.467
b3783	b1098	7.467
b4260	b0155	7.467
b2163	b1182	7.467
b0768	b2056	7.467
b2289	b2434	7.467
b3022	b4393	7.467
b4366	b2445	7.467
b2409	b4358	7.467
b1696	b4559	7.467
b2550	b1366	7.467
b1013	b2832	7.467
b0817	b0082	7.466
b3601	b1770	7.466
b2157	b3410	7.466
b3501	b4444	7.466
b4264	b2074	7.466
b2669	b3070	7.466
b1658	b0887	7.466
b0330	b1338	7.466
b0564	b0792	7.466
b4357	b3025	7.466
b3842	b2963	7.466
b3604	b3403	7.466
b2289	b2616	7.466
b4327	b4264	7.465
b4401	b4179	7.465
b2364	b3488	7.465
b3210	b2016	7.465
b1201	b0124	7.465
b3601	b4040	7.465
b1434	b0048	7.465
b1594	b2149	7.465
b3674	b3093	7.465
b0566	b1141	7.465
b1987	b0486	7.465
b1739	b4439	7.465
b3010	b1530	7.465
b3842	b2575	7.465
b2921	b3322	7.465
b2577	b2365	7.465
b3934	b4196	7.465
b2624	b3121	7.465
b4251	b3208	7.465
b2667	b2155	7.464
b0338	b3824	7.464
b3842	b1557	7.464
b2869	b2024	-7.464
b1649	b1683	7.464
b1014	b3113	7.464
b4116	b1241	7.464
b0715	b0769	7.464
b3481	b0957	7.464
b4004	b4466	7.464
b0464	b1633	7.464
b3264	b3238	7.464
b1497	b2085	7.464
b0796	b4532	7.464
b1916	b2577	7.464
b3023	b0662	7.463
b0715	b0291	7.463
b3131	b1268	7.463
b0817	b3461	7.463
b0069	b2502	7.463
b1497	b1594	7.463
b3906	b0934	7.463
b0796	b0767	7.463
b3674	b3945	7.463
b3773	b1859	7.463
b2571	b0314	7.463
b3410	b0491	7.462
b0464	b0844	7.462
b1595	b4347	7.462
b1422	b3566	7.462
b1275	b2684	7.462
b3264	b3173	7.462
b3889	b4483	7.462
b2684	b1255	7.462
b2381	b3919	7.462
b3423	b1530	7.462
b2289	b2652	7.462
b1201	b2373	7.462
b2248	b2453	7.462
b2570	b2183	7.462
b3423	b2435	7.461
b3674	b4508	7.461
b3461	b1540	7.461
b1790	b1562	7.461
b3973	b2568	7.461
b4300	b4114	7.461
b2735	b0989	7.461
b0113	b2497	7.461
b0676	b2323	7.461
b0730	b0769	7.461
b3188	b2405	7.461
b4694	b4030	7.461
b2157	b1907	7.461
b0761	b0393	7.461
b0840	b3427	7.461
b4046	b3843	7.461
b0788	b3515	7.461
b4694	b4121	7.461
b1328	b2027	7.461
b0730	b2419	7.46
b4205	b2494	-7.46
b3119	b4076	7.46
b1305	b0278	7.46
b4089	b4268	7.46
b1111	b3468	7.46
b4327	b2970	7.46
b3963	b1596	-7.46
b3067	b3747	7.46
b0995	b1741	7.46
b3023	b4624	7.46
b1735	b1671	7.46
b2981	b3904	7.46
b4300	b1042	7.46
b3210	b4436	7.46
b2856	b0533	7.459
b2731	b3872	7.459
b4539	b3440	7.459
b2687	b0192	7.459
b4000	b3697	7.459
b4113	b1280	7.459
b2714	b0674	7.459
b1111	b3351	7.459
b1770	b3831	7.459
b3219	b4225	7.459
b0483	b2924	7.459
b4264	b0340	7.459
b2015	b3349	-7.459
b4260	b3464	7.459
b3905	b2222	7.459
b2856	b1196	7.458
b0788	b1675	7.458
b1506	b3421	7.458
b1507	b2493	7.458
b4182	b2470	7.458
b2577	b4409	7.458
b1712	b2781	7.458
b2808	b0755	7.458
b3669	b2916	7.458
b3897	b3135	7.458
b0564	b2924	7.458
b0113	b3248	7.458
b4205	b1459	7.458
b3680	b2547	7.457
b4295	b2027	7.457
b0683	b3865	7.457
b0300	b1707	7.457
b3292	b0220	7.457
b2289	b0288	7.457
b0294	b1575	7.457
b4113	b3495	7.457
b3075	b2365	7.457
b1284	b3770	7.457
b4340	b4426	7.457
b0761	b1650	7.457
b1111	b2698	7.457
b2856	b4569	7.457
b3405	b2585	7.457
b3023	b2257	7.457
b3702	b0948	7.456
b0761	b1812	7.456
b1507	b3473	7.456
b1618	b1908	7.456
b1530	b0523	-7.456
b0483	b1952	7.456
b2714	b4206	7.456
b0240	b4234	7.456
b3868	b0333	7.456
b1434	b2174	7.456
b2364	b0938	7.456
b2220	b0268	7.456
b0566	b0491	7.456
b3868	b2306	7.455
b1111	b1923	7.455
b0566	b0136	7.455
b4300	b4494	7.455
b2550	b4597	7.455
b0840	b3105	7.455
b2577	b0559	7.455
b4205	b2501	-7.455
b2248	b1474	7.455
b0676	b3150	7.455
b4046	b4356	7.455
b3481	b3126	7.455
b1620	b1895	7.455
b0676	b1719	7.455
b3842	b2685	7.455
b4118	b2787	7.454
b1339	b0201	7.454
b4102	b1085	7.454
b2570	b3358	7.454
b4498	b0306	7.454
b2921	b3266	7.454
b4063	b0310	7.454
b2220	b2126	7.454
b0912	b0878	7.454
b3773	b2668	7.454
b3842	b2512	7.453
b3023	b2671	7.453
b3569	b3549	7.453
b1770	b2679	7.453
b4212	b1525	7.453
b2213	b0506	7.453
b1595	b2757	7.453
b3669	b3937	7.453
b2707	b2877	7.453
b2015	b3185	-7.453
b0817	b0399	7.453
b4124	b1780	7.453
b4118	b4191	7.452
b1735	b2933	7.452
b1187	b2289	7.452
b4398	b3233	7.452
b1339	b1737	7.452
b3025	b2604	7.452
b0300	b2001	7.452
b2570	b2177	7.452
b0730	b1607	7.452
b1563	b1777	7.452
b0715	b1574	7.451
b0817	b3291	7.451
b0603	b4300	7.451
b0796	b2133	7.451
b3375	b3662	7.451
b1594	b2876	7.451
